guid,name,unit,tier,condition,modifiers,descriptor
-1199987827,Nun Projectile,Nun,T2,Aimed,,Aim at a target or direction — fires downrange
22263894,Primary Attack,Nun,T2,CloseRange,,Needs enemies next to / in front of you
-1843696472,Arctic Leap,Octavian the Militia Captain,T3,Movement,,Mobility / travel — no target needed
1946568656,Arctic Leap,Octavian the Militia Captain,T3,Movement,,Mobility / travel — no target needed
-930424159,Militia Leader Leap Attack,Octavian the Militia Captain,T3,Movement,,Mobility / travel — no target needed
-2003945269,Militia Leader Leap Attack Hard,Octavian the Militia Captain,T3,Aimed,,Aim at a target or direction — fires downrange
-2015856259,Primary Attack,Octavian the Militia Captain,T3,CloseRange,,Needs enemies next to / in front of you
-213757827,Primary Attack,Octavian the Militia Captain,T3,SelfCast,Channel,Self/ally effect — works on press
-241312231,Primary Attack,Octavian the Militia Captain,T3,CloseRange,,Needs enemies next to / in front of you
976341724,Primary Attack,Octavian the Militia Captain,T3,CloseRange,,Needs enemies next to / in front of you
-1228302737,Primary Attack,Octavian the Militia Captain,T3,CloseRange,,Needs enemies next to / in front of you
2142000031,Primary Attack,Octavian the Militia Captain,T3,Aimed,,Aim at a target or direction — fires downrange
-746972983,Primary Attack,Octavian the Militia Captain,T3,Aimed,,Aim at a target or direction — fires downrange
-735966107,Primary Attack,Octavian the Militia Captain,T3,Aimed,,Aim at a target or direction — fires downrange
413176017,Paladin Dash,Paladin,T4,Aimed,,Aim at a target or direction — fires downrange
-448018551,Primary Attack,Paladin,T4,CloseRange,,Needs enemies next to / in front of you
1926314891,Primary Attack,Paladin,T4,CloseRange,Channel,Needs enemies next to / in front of you
1212343160,Primary Attack,Paladin,T4,CloseRange,,Needs enemies next to / in front of you
-626021308,Primary Attack,Paladin,T4,CloseRange,,Needs enemies next to / in front of you
922419960,Birincil Saldırı,Pirüpak Solarus,T4,CloseRange,,Needs enemies next to / in front of you
-259433272,Pixie Projectile,Pixie,T2,Aimed,,Aim at a target or direction — fires downrange
-39311902,Bandit Hunter Bow,Poacher,T1,Aimed,Channel,Aim at a target or direction — fires downrange
564244811,Dash,Poacher,T1,Movement,,Mobility / travel — no target needed
-1282606238,Church Of Light Priest Heal Bomb,Priest,T4,CloseRange,,Needs enemies next to / in front of you
-292542362,Church Of Light Priest Projectile,Priest,T4,Aimed,Channel,Aim at a target or direction — fires downrange
943885425,Church Of Light Priest Summon Pillar,Priest,T4,Summon,,Summons units/allies — no aim needed
1244670975,Militia Call Adds Legion,Primal Blood Soul,T4,Summon,Channel,Summons units/allies — no aim needed
1325722355,Mist Walk,Primal Blood Soul,T4,Summon,,Summons units/allies — no aim needed
-127603789,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
1922493152,Primary Attack,Primal Blood Soul,T4,CloseRange,Channel,Needs enemies next to / in front of you
698366326,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
936625846,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
-825962514,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
1343651850,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
2130811227,Primary Attack,Primal Blood Soul,T4,Summon,,Summons units/allies — no aim needed
1274762079,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
-1532726733,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
1986068244,Primary Attack,Primal Blood Soul,T4,CloseRange,Channel,Needs enemies next to / in front of you
1456136938,Primary Attack,Primal Blood Soul,T4,CloseRange,Combo,Needs enemies next to / in front of you
-1422240708,Primary Attack,Primal Blood Soul,T4,CloseRange,,Needs enemies next to / in front of you
94933870,Primary Attack,Primal Blood Soul,T4,CloseRange,Channel,Needs enemies next to / in front of you
1573712465,Spider Queen AoE,Primal Blood Soul,T4,CloseRange,Channel,Needs enemies next to / in front of you
-2109003637,Spider Queen PBAoE,Primal Blood Soul,T4,CloseRange,Channel,Needs enemies next to / in front of you
-1448118517,Spider Queen Spawn Adds Gate Boss,Primal Blood Soul,T4,Summon,,Summons units/allies — no aim needed
1499629710,Spider Queen Web Hook,Primal Blood Soul,T4,Aimed,,Aim at a target or direction — fires downrange
193592408,Spider Queen Web Projectile,Primal Blood Soul,T4,Aimed,,Aim at a target or direction — fires downrange
787702249,Undead Bishop Of Shadows Projectile,Primal Blood Soul,T4,Aimed,,Aim at a target or direction — fires downrange
651637774,Undead Bishop Of Shadows Projectile Hard,Primal Blood Soul,T4,Aimed,,Aim at a target or direction — fires downrange
461701172,Undead Bishop Of Shadows Shadow Soldier,Primal Blood Soul,T4,Summon,,Summons units/allies — no aim needed
1621601748,Undead Infiltrator Knife Throw,Primal Blood Soul,T4,Aimed,Combo,Aim at a target or direction — fires downrange
-39228843,Undead Infiltrator Knife Throw Hard,Primal Blood Soul,T4,Aimed,Combo,Aim at a target or direction — fires downrange
-1601666166,Atak podstawowy,Przeklęty wilk,T3,CloseRange,,Needs enemies next to / in front of you
-635085409,Gloomrot Pyro Flame Line,Pyro,T3,Aimed,,Aim at a target or direction — fires downrange
-3835897,Bandit Tourok VBlood Call Reinforcements,Quincey the Bandit King,T2,Summon,,Summons units/allies — no aim needed
840159262,Bandit Tourok VBlood Chaos Charge,Quincey the Bandit King,T2,CloseRange,,Needs enemies next to / in front of you
82350674,Bandit Tourok VBlood Rage Of Chaos Charge,Quincey the Bandit King,T2,CloseRange,,Needs enemies next to / in front of you
358187796,Bandit Tourok Weapon Throw Hard,Quincey the Bandit King,T2,Aimed,,Aim at a target or direction — fires downrange
2003603501,Primary Attack,Quincey the Bandit King,T2,CloseRange,Channel,Needs enemies next to / in front of you
-1854347593,Bandit Leader Call Wolf,Quincey the Marauder,T2,Summon,Channel,Summons units/allies — no aim needed
920868547,Bandit Leader Strafe,Quincey the Marauder,T2,Aimed,,Aim at a target or direction — fires downrange
1550497814,Bandit Leader Throw Net,Quincey the Marauder,T2,CloseRange,,Needs enemies next to / in front of you
138056981,Dash,Quincey the Marauder,T2,Movement,,Mobility / travel — no target needed
-1031367685,Attacco primario,Ragno instabile,T3,Summon,,Summons units/allies — no aim needed
1779758273,Gloomrot Railgunner Snipe,Railgunner,T3,Aimed,Channel,Aim at a target or direction — fires downrange
286182923,Primary Attack,Railgunner,T3,CloseRange,,Needs enemies next to / in front of you
-1970983747,Primary Attack,Rascal,T1,CloseRange,Combo,Needs enemies next to / in front of you
-650383304,Primary Attack,Rat Horror,T3,CloseRange,,Needs enemies next to / in front of you
1611191665,Militia Bishop Of Dunley Holy Beam,Raziel the Shepherd,T3,CloseRange,,Needs enemies next to / in front of you
-1957047297,Militia Bishop Of Dunley Holy Beam Target Buff,Raziel the Shepherd,T3,CloseRange,,Needs enemies next to / in front of you
368122726,Militia Bishop Of Dunley Projectile,Raziel the Shepherd,T3,Aimed,Channel,Aim at a target or direction — fires downrange
1674395967,Militia Bishop Of Dunley Summon Eye Of God,Raziel the Shepherd,T3,Summon,,Summons units/allies — no aim needed
296313928,Militia Bishop Of Dunley Summon Pillar,Raziel the Shepherd,T3,Summon,,Summons units/allies — no aim needed
1622839653,Rifleman Projectile,Rifleman,T4,Aimed,,Aim at a target or direction — fires downrange
294532069,Arctic Leap,Rock Elemental,T3,Aimed,,Aim at a target or direction — fires downrange
-560639220,Primary Attack,Rock Elemental,T3,CloseRange,,Needs enemies next to / in front of you
-150520781,Rock Elemental Rollout,Rock Elemental,T3,CloseRange,,Needs enemies next to / in front of you
32629003,Primary Attack,Rotting Ghoul,T1,CloseRange,Channel,Needs enemies next to / in front of you
2122592609,Primary Attack,Ruffian,T3,CloseRange,,Needs enemies next to / in front of you
-1436929556,Primary Attack,Scarecrow,T3,CloseRange,Combo,Needs enemies next to / in front of you
382761265,Primary Attack,Scarecrow,T3,CloseRange,Channel,Needs enemies next to / in front of you
594778109,Scarecrow Projectile,Scarecrow,T3,Aimed,Channel,Aim at a target or direction — fires downrange
741783094,Shadow Meld,Scarecrow,T3,SelfCast,,Self/ally effect — works on press
2052063970,Gloomrot Sentry Officer Place Turret,Sentry Officer,T3,Summon,,Summons units/allies — no aim needed
-466422619,Gloomrot Sentry Officer Shock Grenade,Sentry Officer,T3,Aimed,,Aim at a target or direction — fires downrange
1971068020,Primary Attack,Sentry Officer,T3,CloseRange,Combo,Needs enemies next to / in front of you
1024156492,Gloomrot Sentry Turret Ranged Attack,Sentry Turret,T3,Aimed,Channel,Aim at a target or direction — fires downrange
342417296,Gloomrot Sentry Turret Shock Field,Sentry Turret,T3,CloseRange,Channel,Needs enemies next to / in front of you
530484088,Chaos Volley,Shadowkin,T3,Aimed,,Aim at a target or direction — fires downrange
1617928948,Primary Attack,Shadowkin,T3,CloseRange,,Needs enemies next to / in front of you
1487412876,Primary Attack,Shady Gem Dealer,T2,CloseRange,,Needs enemies next to / in front of you
1110054537,Primary Attack,Shady Gem Dealer,T2,CloseRange,,Needs enemies next to / in front of you
787005490,Primary Attack,Shady Goods Dealer,T2,CloseRange,,Needs enemies next to / in front of you
-1844993528,Primary Attack,Shady Goods Dealer,T2,CloseRange,,Needs enemies next to / in front of you
1022054621,Castle Man Axe Throw,Simon Belmont the Vampire Hunter,T4,Aimed,,Aim at a target or direction — fires downrange
1302295192,Castle Man Dagger Projectile,Simon Belmont the Vampire Hunter,T4,Aimed,,Aim at a target or direction — fires downrange
906463896,Castle Man Holy Beam,Simon Belmont the Vampire Hunter,T4,Aimed,Channel,Aim at a target or direction — fires downrange
583436571,Castle Man Holy Beam Hard,Simon Belmont the Vampire Hunter,T4,Aimed,Channel,Aim at a target or direction — fires downrange
-650079140,Castle Man Lasting Holy Water,Simon Belmont the Vampire Hunter,T4,CloseRange,,Needs enemies next to / in front of you
761680482,Castle Man Spinning Cross,Simon Belmont the Vampire Hunter,T4,CloseRange,,Needs enemies next to / in front of you
-296227812,Castle Man Tackle,Simon Belmont the Vampire Hunter,T4,CloseRange,,Needs enemies next to / in front of you
874909393,Castle Man Tripple Spinning Cross,Simon Belmont the Vampire Hunter,T4,CloseRange,Combo|Channel,Needs enemies next to / in front of you
-1736553762,Primary Attack,Simon Belmont the Vampire Hunter,T4,CloseRange,Combo,Needs enemies next to / in front of you
-1272535312,Primary Attack,Simon Belmont the Vampire Hunter,T4,CloseRange,Combo,Needs enemies next to / in front of you
-653938456,Primary Attack,Simon Belmont the Vampire Hunter,T4,CloseRange,,Needs enemies next to / in front of you
-460221305,Primary Attack,Simon Belmont the Vampire Hunter,T4,CloseRange,,Needs enemies next to / in front of you
-499397494,Primary Attack,Simon Belmont the Vampire Hunter,T4,CloseRange,Combo,Needs enemies next to / in front of you
626219559,Primary Attack,Simon Belmont the Vampire Hunter,T4,CloseRange,Combo,Needs enemies next to / in front of you
207057426,Spectral Strike,Simon Belmont the Vampire Hunter,T4,Aimed,,Aim at a target or direction — fires downrange
1122774146,Spectral Strike,Simon Belmont the Vampire Hunter,T4,Aimed,,Aim at a target or direction — fires downrange
-1068854418,VHunter Castle Man Chase Target Buff,Simon Belmont the Vampire Hunter,T4,CloseRange,,Needs enemies next to / in front of you
-64218175,VHunter Castle Man Knockback Whip,Simon Belmont the Vampire Hunter,T4,CloseRange,Channel,Needs enemies next to / in front of you
504586218,VHunter Castle Man Knockback Whip Fire,Simon Belmont the Vampire Hunter,T4,CloseRange,Channel,Needs enemies next to / in front of you
109607953,VHunter Castle Man Whip AoEChange Phase,Simon Belmont the Vampire Hunter,T4,CloseRange,Channel,Needs enemies next to / in front of you
1541929232,Church Of Light Overseer Hard Snow Lob,Sir Magnus the Overseer,T4,CloseRange,,Needs enemies next to / in front of you
1823825002,Church Of Light Overseer Reinforcement,Sir Magnus the Overseer,T4,Summon,,Summons units/allies — no aim needed
-1973550282,Merciless Charge,Sir Magnus the Overseer,T4,CloseRange,,Needs enemies next to / in front of you
1792964134,Primary Attack,Sir Magnus the Overseer,T4,CloseRange,Channel,Needs enemies next to / in front of you
1964067196,Primary Attack,Sir Magnus the Overseer,T4,Aimed,,Aim at a target or direction — fires downrange
613355091,Primary Attack,Sir Magnus the Overseer,T4,CloseRange,Combo,Needs enemies next to / in front of you
1772194590,Primary Attack,Skeleton,T1,CloseRange,Combo,Needs enemies next to / in front of you
2021815703,Undead Necromancer Projectile,Skeleton Bishop,T2,Aimed,,Aim at a target or direction — fires downrange
1687310776,Undead Necromancer Raise Dead,Skeleton Bishop,T2,Summon,,Summons units/allies — no aim needed
1601771862,Skeleton Crossbow Shared Crossbow,Skeleton Crossbow,T2,Aimed,Channel,Aim at a target or direction — fires downrange
379001645,Shriek,Skeleton Mage,T2,CloseRange,,Needs enemies next to / in front of you
-20539715,Undead Skeleton Apprentice Projectile,Skeleton Mage,T1,Aimed,Combo,Aim at a target or direction — fires downrange
822633768,Undead Skeleton Mage Projectile,Skeleton Mage,T2,Aimed,Channel,Aim at a target or direction — fires downrange
604882732,Unholy Skeleton Apprentice Projectile,Skeleton Mage,T1,Aimed,Combo,Aim at a target or direction — fires downrange
-1047491293,Undead Priest Projectile,Skeleton Priest,T1,Aimed,,Aim at a target or direction — fires downrange
-1742500275,Undead Priest Raise Dead,Skeleton Priest,T1,Summon,Channel,Summons units/allies — no aim needed
-1229087512,Arctic Leap,Slaughterbeast,T4,Movement,,Mobility / travel — no target needed
523087989,Primary Attack,Slaughterbeast,T4,CloseRange,Combo,Needs enemies next to / in front of you
86533405,Spectral Strike,Slaughterbeast,T4,Aimed,,Aim at a target or direction — fires downrange
-1879864480,Church Of Light Slave Master Knockback Whip,Slave Master,T4,CloseRange,,Needs enemies next to / in front of you
-1276648449,Church Of Light Slave Master Visual Slave Whip,Slave Master,T4,CloseRange,,Needs enemies next to / in front of you
-1255881274,Dash,Slave Master,T4,Movement,,Mobility / travel — no target needed
1423169435,Primary Attack,Slave Master,T4,CloseRange,,Needs enemies next to / in front of you
-725150213,Primary Attack,Slave Master,T4,CloseRange,,Needs enemies next to / in front of you
-1969627539,Primary Attack,Slave Master,T4,CloseRange,,Needs enemies next to / in front of you
401195214,Slave Master Charge Attack,Slave Master,T4,CloseRange,,Needs enemies next to / in front of you
80712753,Slave Master Ranged Attack,Slave Master,T4,Aimed,,Aim at a target or direction — fires downrange
1145861576,Church Of Light Paladin Centre Travel,Solarus the Immaculate,T4,Movement,,Mobility / travel — no target needed
-1172099204,Church Of Light Paladin Hard Dash,Solarus the Immaculate,T4,Aimed,,Aim at a target or direction — fires downrange
-552723816,Church Of Light Paladin Heal Angel,Solarus the Immaculate,T4,CloseRange,,Needs enemies next to / in front of you
1673497547,Primary Attack,Solarus the Immaculate,T4,Aimed,Combo,Aim at a target or direction — fires downrange
1825130923,Primary Attack,Solarus the Immaculate,T4,Summon,Channel,Summons units/allies — no aim needed
-1720407974,Church Of Light Paladin Dash,"Solarus, o Imaculado",T4,Aimed,Channel,Aim at a target or direction — fires downrange
1130939687,Primary Attack,Spectral Guardian,T1,CloseRange,,Needs enemies next to / in front of you
1693120911,Primary Attack,Spider Melee Gate Boss Summon,T3,CloseRange,,Needs enemies next to / in front of you
1820645555,Primary Attack,Spider Melee Gate Boss Summon,T3,CloseRange,,Needs enemies next to / in front of you
-1655641312,Primary Attack,Spiderling,T3,CloseRange,,Needs enemies next to / in front of you
-1997657671,Bandit Stalker Projectile,Stalker,T2,Aimed,Channel,Aim at a target or direction — fires downrange
-1250624804,Primary Attack,Stalker,T2,CloseRange,,Needs enemies next to / in front of you
-1969189808,Primary Attack,Stalker,T2,CloseRange,,Needs enemies next to / in front of you
-1045581646,Primary Attack,Stone Golem,T2,CloseRange,Channel,Needs enemies next to / in front of you
1272395899,Primary Attack,Stone Golem,T3,CloseRange,,Needs enemies next to / in front of you
418002062,Primary Attack,Stone Golem,T2,Aimed,,Aim at a target or direction — fires downrange
-500071289,Manticore Air Dash,Talzur the Winged Horror,T4,Aimed,,Aim at a target or direction — fires downrange
-298983941,Manticore Dash,Talzur the Winged Horror,T4,Aimed,Channel,Aim at a target or direction — fires downrange
475860611,Manticore Dash Hard,Talzur the Winged Horror,T4,Aimed,Channel,Aim at a target or direction — fires downrange
2115527946,Primary Attack,Talzur the Winged Horror,T4,CloseRange,Channel,Needs enemies next to / in front of you
-1744671763,Primary Attack,Talzur the Winged Horror,T4,CloseRange,,Needs enemies next to / in front of you
-1547108554,Primary Attack,Talzur the Winged Horror,T4,CloseRange,,Needs enemies next to / in front of you
1373056433,Primary Attack,Talzur the Winged Horror,T4,CloseRange,,Needs enemies next to / in front of you
45443379,Primary Attack,Talzur the Winged Horror,T4,CloseRange,,Needs enemies next to / in front of you
73467714,Gloomrot Tazer Ranged Attack,Tazer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
-598112885,Geomancer Golem Raise Guardians,Terah the Geomancer,T3,Summon,,Summons units/allies — no aim needed
-1635892700,Geomancer Human Projectile,Terah the Geomancer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
2106422510,Primary Attack,Terah the Geomancer,T3,CloseRange,Channel,Needs enemies next to / in front of you
1500843923,Primary Attack,Terah the Geomancer,T3,CloseRange,Channel,Needs enemies next to / in front of you
-221719333,Primary Attack,Terah the Geomancer,T3,CloseRange,,Needs enemies next to / in front of you
1205896854,Arctic Leap,Terrorclaw the Ogre,T4,Aimed,,Aim at a target or direction — fires downrange
-1568811754,Arctic Leap,Terrorclaw the Ogre,T4,Aimed,,Aim at a target or direction — fires downrange
-252663641,Arctic Leap,Terrorclaw the Ogre,T4,Aimed,,Aim at a target or direction — fires downrange
430166804,Arctic Leap,Terrorclaw the Ogre,T4,SelfCast,,Self/ally effect — works on press
320434570,Arctic Leap,Terrorclaw the Ogre,T4,CloseRange,,Needs enemies next to / in front of you
151283351,Primary Attack,Terrorclaw the Ogre,T4,Aimed,,Aim at a target or direction — fires downrange
1910986910,Primary Attack,Terrorclaw the Ogre,T4,Aimed,,Aim at a target or direction — fires downrange
-905574209,Primary Attack,Terrorclaw the Ogre,T4,CloseRange,Combo,Needs enemies next to / in front of you
-1321161639,Secondary Attack,Terrorclaw the Ogre,T4,CloseRange,,Needs enemies next to / in front of you
1253708985,Secondary Attack,Terrorclaw the Ogre,T4,CloseRange,,Needs enemies next to / in front of you
-1126887871,Secondary Attack,Terrorclaw the Ogre,T4,CloseRange,,Needs enemies next to / in front of you
-1571128781,Secondary Attack,Terrorclaw the Ogre,T4,Aimed,,Aim at a target or direction — fires downrange
-281576382,Colpo spettrale,Tessitrice di luce,T4,Movement,,Mobility / travel — no target needed
-691814641,Primary Attack,Thief,T1,CloseRange,,Needs enemies next to / in front of you
1734839687,Primary Attack,Thief,T1,CloseRange,,Needs enemies next to / in front of you
-2106739571,Primary Attack,Thief,T1,CloseRange,,Needs enemies next to / in front of you
-607666302,Primary Attack,Tractor Beamer,T3,CloseRange,,Needs enemies next to / in front of you
-349738324,Primary Attack,Tractor Beamer,T3,CloseRange,,Needs enemies next to / in front of you
1653116246,Primary Attack,Tractor Beamer,T3,CloseRange,Channel,Needs enemies next to / in front of you
-309308308,Bandit Trapper Net Throw,Trapper,T1,CloseRange,,Needs enemies next to / in front of you
1400073690,Primary Attack,Trapper,T1,CloseRange,Combo,Needs enemies next to / in front of you
922686381,Primary Attack,Treasure Hunter,T4,CloseRange,,Needs enemies next to / in front of you
1552780633,Primary Attack,Tristan the Vampire Hunter,T2,CloseRange,,Needs enemies next to / in front of you
-1417141477,Primary Attack,Tristan the Vampire Hunter,T2,CloseRange,,Needs enemies next to / in front of you
224496996,Primary Attack,Tristan the Vampire Hunter,T2,CloseRange,,Needs enemies next to / in front of you
-737556373,VHunter Leader Crossbow,Tristan the Vampire Hunter,T2,Aimed,Channel,Aim at a target or direction — fires downrange
1501188283,VHunter Leader Leap Thrust,Tristan the Vampire Hunter,T2,Movement,,Mobility / travel — no target needed
-175257190,VHunter Leader Roll,Tristan the Vampire Hunter,T2,CloseRange,,Needs enemies next to / in front of you
1805214524,Primary Attack,Undead Assassin,T2,CloseRange,Combo,Needs enemies next to / in front of you
-1553594984,Primary Attack,Undead Assassin,T2,CloseRange,,Needs enemies next to / in front of you
561623729,Primary Attack,Undead Assassin,T2,CloseRange,,Needs enemies next to / in front of you
-1651089042,Primary Attack,Undead Assassin,T2,CloseRange,,Needs enemies next to / in front of you
-163679409,Primary Attack,Undead Assassin,T2,CloseRange,,Needs enemies next to / in front of you
1254118139,Primary Attack,Undead Guardian,T2,CloseRange,Combo,Needs enemies next to / in front of you
-955554663,Primary Attack,Undead Guardian,T2,CloseRange,,Needs enemies next to / in front of you
124368471,Primary Attack,Undead Guardian,T2,CloseRange,,Needs enemies next to / in front of you
1382585346,Primary Attack,Undying Ghoul,T2,CloseRange,Combo|Channel,Needs enemies next to / in front of you
-1779071085,Spider Queen Spawn Adds,Ungora the Spider Queen,T3,Summon,Combo,Summons units/allies — no aim needed
684476797,Primary Attack,Unholy Death Knight,T3,Summon,Combo,Summons units/allies — no aim needed
483769006,Primary Attack,Unholy Death Knight,T3,Summon,,Summons units/allies — no aim needed
-891106318,Primary Attack,Unstable Spider,T3,CloseRange,,Needs enemies next to / in front of you
-1356470853,Primary Attack,Unstable Spider,T3,Summon,,Summons units/allies — no aim needed
-839386508,Primary Attack,Vampire Cultist,T3,CloseRange,Combo,Needs enemies next to / in front of you
-1981491221,Shadow Bolt,Vampire Merchant,T3,Aimed,,Aim at a target or direction — fires downrange
1850527627,Hostile Villager Torch Throw,Villager,T1,CloseRange,,Needs enemies next to / in front of you
-1691591896,Primary Attack,Villager,T1,CloseRange,Combo,Needs enemies next to / in front of you
664138263,Primary Attack,Villager,T1,CloseRange,Combo,Needs enemies next to / in front of you
-650192545,Primary Attack,Villager,T1,CloseRange,,Needs enemies next to / in front of you
477397109,Primary Attack,Villager,T1,CloseRange,,Needs enemies next to / in front of you
2136688539,Primary Attack,Villager,T1,CloseRange,Combo,Needs enemies next to / in front of you
446999227,Primary Attack,Villager,T1,CloseRange,Combo,Needs enemies next to / in front of you
1397338806,Primary Attack,Villager,T3,CloseRange,,Needs enemies next to / in front of you
-1617717290,Primary Attack,Villager,T3,CloseRange,,Needs enemies next to / in front of you
-1789525825,Primary Attack,Villager,T3,CloseRange,,Needs enemies next to / in front of you
-831562637,Primary Attack,Villager,T3,CloseRange,Combo,Needs enemies next to / in front of you
1063690361,Werewolf Dash,Villager,T3,CloseRange,,Needs enemies next to / in front of you
-743963442,Primary Attack,Vincent the Frostbringer,T2,CloseRange,,Needs enemies next to / in front of you
-841402173,Primary Attack,Vincent the Frostbringer,T2,CloseRange,Combo,Needs enemies next to / in front of you
-948735477,Gloomrot Railgun Sergeant Call Adds,Voltatia the Power Master,T4,Summon,Channel,Summons units/allies — no aim needed
-1187406748,Gloomrot Railgun Sergeant Energy Burst,Voltatia the Power Master,T4,Aimed,Channel,Aim at a target or direction — fires downrange
-1733128159,Gloomrot Railgun Sergeant Homing Orb,Voltatia the Power Master,T4,CloseRange,Channel,Needs enemies next to / in front of you
1623874343,Primary Attack,Voltatia the Power Master,T4,CloseRange,Channel,Needs enemies next to / in front of you
-900859351,Primary Attack,Voltatia the Power Master,T4,CloseRange,,Needs enemies next to / in front of you
-1717533555,Spectral Strike,Voltatia the Power Master,T4,Aimed,,Aim at a target or direction — fires downrange
-1220318405,Golpe Espectral,"Voltatia, a Mestre da Energia",T4,Summon,Channel,Summons units/allies — no aim needed
-1694480301,Primary Attack,Weaver,T3,CloseRange,,Needs enemies next to / in front of you
464665677,Spider Range Poison Projectile,Weaver,T3,Aimed,,Aim at a target or direction — fires downrange
797495975,Atak podstawowy,Wieśniak,T3,CloseRange,,Needs enemies next to / in front of you
-192549213,Camouflage,Willfred the Village Elder,T4,Summon,,Summons units/allies — no aim needed
1001804923,Primary Attack,Willfred the Village Elder,T4,SelfCast,,Self/ally effect — works on press
1916767891,Primary Attack,Willfred the Village Elder,T4,CloseRange,Combo|Channel,Needs enemies next to / in front of you
-988264305,Primary Attack,Willfred the Village Elder,T4,CloseRange,Combo,Needs enemies next to / in front of you
-174926399,Primary Attack,Willfred the Village Elder,T4,CloseRange,Combo,Needs enemies next to / in front of you
1445822330,Werewolf Chieftain Knockdown,Willfred the Village Elder,T4,Aimed,,Aim at a target or direction — fires downrange
-566065717,Werewolf Chieftain Shadow Dash,Willfred the Village Elder,T4,CloseRange,,Needs enemies next to / in front of you
1915605718,Cursed Witch Projectile,Witch,T4,Aimed,,Aim at a target or direction — fires downrange
429807295,Shriek,Witch,T4,CloseRange,,Needs enemies next to / in front of you
-593875444,Primary Attack,Withered Vampire,T3,CloseRange,,Needs enemies next to / in front of you
556902791,Primary Attack,Wolf,T1,CloseRange,,Needs enemies next to / in front of you
1938535864,Arctic Leap,Worm Terror,T3,Movement,,Mobility / travel — no target needed
1105185654,Primary Attack,Worm Terror,T3,CloseRange,Channel,Needs enemies next to / in front of you
-1789897775,Worm Terror Acid Puke,Worm Terror,T3,CloseRange,,Needs enemies next to / in front of you
1115346958,Primary Attack,Young Sea Serpent,T1,CloseRange,Channel,Needs enemies next to / in front of you
-938355432,Primary Attack,Young Sea Serpent,T1,CloseRange,Channel,Needs enemies next to / in front of you
-1470096516,Primary Attack,Young Sea Serpent,T1,CloseRange,Channel,Needs enemies next to / in front of you
163224625,Primary Attack,Young Sea Serpent,T1,CloseRange,Channel,Needs enemies next to / in front of you
-1126624947,Gloomrot Spider Tank Zapper Bomb Hatch,Zapper,T4,CloseRange,,Needs enemies next to / in front of you
-730217983,Gloomrot Spider Tank Zapper Heavy Shot,Zapper,T4,Aimed,Channel,Aim at a target or direction — fires downrange
-568845499,Gloomrot Spider Tank Zapper Incineration Bomb,Zapper,T4,CloseRange,,Needs enemies next to / in front of you
-1081890077,Gloomrot Spider Tank Zapper Rapid Shot,Zapper,T4,Aimed,Combo|Channel,Aim at a target or direction — fires downrange
-580940152,Iva Autofire,Ziva the Engineer,T3,Aimed,,Aim at a target or direction — fires downrange
1524772628,Iva BFGLightning Fire,Ziva the Engineer,T3,Aimed,,Aim at a target or direction — fires downrange
1517447626,Iva Burning Ring Of Fire,Ziva the Engineer,T3,CloseRange,Channel,Needs enemies next to / in front of you
891644945,Iva Tazer,Ziva the Engineer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
2013545793,Iva Weapon Malfunction BFG,Ziva the Engineer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
1149489416,Iva Weapon Malfunction Tazer,Ziva the Engineer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
870237772,Primary Attack,Ziva the Engineer,T3,CloseRange,Channel,Needs enemies next to / in front of you
-786900742,Primary Attack,Ziva the Engineer,T3,CloseRange,Channel,Needs enemies next to / in front of you
-639593760,Primary Attack,Ziva the Engineer,T3,CloseRange,,Needs enemies next to / in front of you
-983491078,Elsődleges támadás,Útonálló,T3,CloseRange,,Needs enemies next to / in front of you
-7407393,Vampire Dracula Ring Of Blood,"Дракула, Бессмертный Король",T4,Aimed,Channel,Aim at a target or direction — fires downrange
886063983,Спектральный удар,Мэйрвин Повелительница Стихий,T4,Movement,,Mobility / travel — no target needed
1814567660,Основная атака,Свирепая медведица Кодиа,T2,CloseRange,,Needs enemies next to / in front of you
346834991,การโจมตีหลัก,ครีก ผู้บัญชาการเหล่าอันเดด,T3,CloseRange,Combo,Needs enemies next to / in front of you
-215712550,Militia Hound Dash Attack,บรูตัส หมาเฝ้ายาม,T3,CloseRange,Combo,Needs enemies next to / in front of you
-325335847,Gloomrot Sentry Turret Bunker Down,ยามป้อมปืน,T3,Aimed,,Aim at a target or direction — fires downrange
-545560531,Militia Bishop Of Dunley Holy Circles,ราเซียล พระนักเทศน์,T3,CloseRange,,Needs enemies next to / in front of you
